State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
Idaho,Private Nonfarm,2011,98.759,1.6,98.796,-0.6,27.344,-0.6,100.253,2.8,97.688,1.1,99.046,2.2,25060.414,2.2,99.752,-2.4,1.6,561.726,916.49,2.9,100.005,0.4,101.262,-1.2,101.091,-3.4,30.056,-3.4,101.347,-0.7,27545.863,-0.7,99.042,1.9,41315.015,1.5
Idaho,Private Nonfarm,2012,100.0,1.3,100.0,1.2,27.677,1.2,100.0,-0.3,100.0,2.4,100.0,1.0,25301.734,1.0,100.0,0.2,1.3,568.787,914.173,-0.3,100.0,0.0,100.0,-1.2,100.0,-1.1,29.731,-1.1,100.0,-1.3,27179.661,-1.3,100.0,1.0,42291.004,2.4
Idaho,Private Nonfarm,2013,102.481,2.5,104.711,4.7,28.981,4.7,100.915,0.9,101.667,1.7,105.669,5.7,26736.18,5.7,103.188,3.2,2.5,582.897,922.539,0.9,104.132,4.1,101.611,1.6,103.405,3.4,30.744,3.4,104.351,4.4,28362.195,4.4,101.476,1.5,44772.752,5.9
Idaho,Private Nonfarm,2014,104.757,2.2,105.982,1.2,29.333,1.2,104.486,3.5,103.655,2.0,110.736,4.8,28018.173,4.8,102.481,-0.7,2.2,595.841,955.179,3.5,107.078,2.8,102.216,0.6,102.474,-0.9,30.467,-0.9,107.071,2.6,29101.517,2.6,103.416,1.9,46939.543,4.8
Idaho,Private Nonfarm,2015,108.493,3.6,108.749,2.6,30.099,2.6,108.949,4.3,105.81,2.1,118.481,7.0,29977.717,7.0,100.532,-1.9,3.6,617.096,995.979,4.3,109.528,2.3,100.954,-1.2,105.317,2.8,31.312,2.8,114.741,7.2,31186.346,7.2,108.174,4.6,49012.089,4.4
Idaho,Private Nonfarm,2016,111.592,2.9,113.333,4.2,31.367,4.2,110.043,1.0,107.412,1.5,124.715,5.3,31555.069,5.3,103.571,3.0,2.9,634.722,1005.985,1.0,113.973,4.1,102.133,1.2,109.763,4.2,32.634,4.2,120.786,5.3,32829.331,5.3,109.425,1.2,51773.17,5.6
Idaho,Private Nonfarm,2017,114.864,2.9,114.135,0.7,31.589,0.7,116.307,5.7,108.752,1.2,132.747,6.4,33587.377,6.4,102.35,-1.2,2.9,653.333,1063.248,5.7,119.041,4.4,103.636,1.5,108.249,-1.4,32.184,-1.4,125.901,4.2,34219.445,4.2,111.514,1.9,54749.551,5.7
Idaho,Private Nonfarm,2018,118.16,2.9,116.938,2.5,32.365,2.5,120.806,3.9,110.888,2.0,141.269,6.4,35743.457,6.4,103.193,0.8,2.9,672.077,1104.378,3.9,124.664,4.7,105.504,1.8,108.024,-0.2,32.117,-0.2,130.5,3.7,35469.398,3.7,113.32,1.6,58462.033,6.8
Idaho,Private Nonfarm,2019,122.071,3.3,122.245,4.5,33.834,4.5,122.707,1.6,113.258,2.1,150.004,6.2,37953.689,6.2,104.466,1.2,3.3,694.324,1121.759,1.6,128.188,2.8,105.011,-0.5,110.92,2.7,32.978,2.7,136.108,4.3,36993.591,4.3,117.019,3.3,61399.688,5.0
Illinois,Private Nonfarm,2007,104.924,,91.977,,36.246,,104.079,,91.132,,95.728,,329966.01,,94.551,,,5493.306,9103.526,,98.408,,93.789,,102.613,,40.29,,106.798,,366777.339,,97.277,,531369.726,
Illinois,Private Nonfarm,2008,103.014,-1.8,94.252,2.5,37.143,2.5,101.99,-2.0,92.464,1.5,96.128,0.4,331343.129,0.4,93.815,-0.8,-1.8,5393.281,8920.829,-2.0,95.682,-2.8,92.883,-1.0,101.223,-1.4,39.744,-1.4,103.237,-3.3,354548.064,-3.3,100.466,3.3,524201.417,-1.3
Illinois,Private Nonfarm,2009,97.741,-5.1,93.861,-0.4,36.988,-0.4,96.415,-5.5,94.589,2.3,90.496,-5.9,311929.761,-5.9,96.441,2.8,-5.1,5117.254,8433.163,-5.5,92.983,-2.8,95.132,2.4,100.428,-0.8,39.432,-0.8,96.827,-6.2,332535.82,-6.2,97.325,-3.1,521125.291,-0.6
Illinois,Private Nonfarm,2010,97.133,-0.6,95.027,1.2,37.448,1.2,96.399,0.0,95.345,0.8,91.606,1.2,315755.825,1.2,98.448,2.1,-0.6,5085.389,8431.818,0.0,94.903,2.1,97.705,2.7,99.976,-0.5,39.254,-0.5,96.376,-0.5,330985.137,-0.5,96.525,-0.8,536137.54,2.9
Illinois,Private Nonfarm,2011,98.351,1.3,97.679,2.8,38.493,2.8,98.02,1.7,97.195,1.9,95.745,4.5,330023.956,4.5,99.11,0.7,1.3,5149.163,8573.562,1.7,97.147,2.4,98.776,1.1,99.447,-0.5,39.047,-0.5,97.477,1.1,334768.122,1.1,98.556,2.1,559469.851,4.4
Illinois,Private Nonfarm,2012,100.0,1.7,100.0,2.4,39.408,2.4,100.0,2.0,100.0,2.9,100.0,4.4,344690.234,4.4,100.0,0.9,1.7,5235.506,8746.772,2.0,100.0,2.9,100.0,1.2,100.0,0.6,39.264,0.6,100.0,2.6,343431.506,2.6,100.0,1.5,592514.561,5.9
Illinois,Private Nonfarm,2013,100.844,0.8,101.474,1.5,39.988,1.5,100.215,0.2,101.871,1.9,101.692,1.7,350520.691,1.7,99.678,-0.3,0.8,5279.677,8765.55,0.2,99.892,-0.1,99.057,-0.9,100.996,1.0,39.655,1.0,101.213,1.2,347596.105,1.2,101.801,1.8,602950.702,1.8
Illinois,Private Nonfarm,2014,102.478,1.6,103.639,2.1,40.842,2.1,101.775,1.6,103.93,2.0,105.48,3.7,363577.766,3.7,100.518,0.8,1.6,5365.222,8902.067,1.6,102.303,2.4,99.829,0.8,101.84,0.8,39.986,0.8,103.648,2.4,355958.801,2.4,103.106,1.3,629979.788,4.5
Illinois,Private Nonfarm,2015,104.491,2.0,107.074,3.3,42.196,3.3,103.608,1.8,106.351,2.3,110.937,5.2,382390.063,5.2,100.982,0.5,2.0,5470.631,9062.324,1.8,104.625,2.3,100.128,0.3,105.363,3.5,41.369,3.5,109.164,5.3,374903.05,5.3,106.034,2.8,659287.702,4.7
Illinois,Private Nonfarm,2016,104.931,0.4,109.707,2.5,43.233,2.5,102.862,-0.7,107.783,1.3,112.847,1.7,388973.463,1.7,102.07,1.1,0.4,5493.674,8997.128,-0.7,104.992,0.4,100.058,-0.1,107.011,1.6,42.017,1.6,110.074,0.8,378030.324,0.8,107.482,1.4,670511.155,1.7
Illinois,Private Nonfarm,2017,105.669,0.7,112.816,2.8,44.458,2.8,103.736,0.8,109.358,1.5,117.031,3.7,403394.8,3.7,102.286,0.2,0.7,5532.332,9073.554,0.8,106.107,1.1,100.414,0.4,107.982,0.9,42.398,0.9,112.016,1.8,384699.706,1.8,110.295,2.6,687535.461,2.5
Illinois,Private Nonfarm,2018,106.938,1.2,116.34,3.1,45.847,3.1,105.39,1.6,112.025,2.4,122.611,4.8,422628.367,4.8,103.048,0.7,1.2,5598.735,9218.237,1.6,108.602,2.4,101.556,1.1,109.257,1.2,42.898,1.2,115.146,2.8,395447.316,2.8,112.899,2.4,720865.128,4.8
Illinois,Private Nonfarm,2019,106.853,-0.1,121.001,4.0,47.684,4.0,104.459,-0.9,114.147,1.9,126.397,3.1,435676.577,3.1,105.979,2.8,-0.1,5594.273,9136.767,-0.9,110.704,1.9,103.604,2.0,111.616,2.2,43.824,2.2,116.592,1.3,400414.172,1.3,114.175,1.1,748731.26,3.9
Indiana,Private Nonfarm,2007,105.771,,89.032,,28.084,,107.644,,89.951,,95.837,,131452.844,,94.025,,,2736.736,4680.627,,101.211,,95.69,,99.051,,34.298,,106.622,,160537.376,,94.69,,227113.224,
Indiana,Private Nonfarm,2008,102.918,-2.7,92.499,3.9,29.178,3.9,103.457,-3.9,91.442,1.7,95.696,-0.1,131259.562,-0.1,96.488,2.6,-2.7,2662.926,4498.575,-3.9,99.824,-1.4,96.994,1.4,99.063,0.0,34.303,0.0,102.487,-3.9,154312.456,-3.9,95.865,1.2,227712.534,0.3
Indiana,Private Nonfarm,2009,96.834,-5.9,92.277,-0.2,29.108,-0.2,95.819,-7.4,94.541,3.4,88.418,-7.6,121276.447,-7.6,95.347,-1.2,-5.9,2505.514,4166.437,-7.4,91.36,-8.5,94.347,-2.7,98.929,-0.1,34.256,-0.1,94.792,-7.5,142725.987,-7.5,96.78,1.0,215466.631,-5.4
Indiana,Private Nonfarm,2010,96.836,0.0,93.742,1.6,29.57,1.6,97.436,1.7,94.997,0.5,91.338,3.3,125282.027,3.3,101.251,6.2,0.0,2505.556,4236.784,1.7,98.655,8.0,101.879,8.0,98.819,-0.1,34.218,-0.1,96.285,1.6,144974.248,1.6,92.584,-4.3,233794.094,8.5
Indiana,Private Nonfarm,2011,98.955,2.2,95.991,2.4,30.28,2.4,99.198,1.8,97.283,2.4,95.221,4.3,130607.231,4.3,99.952,-1.3,2.2,2560.382,4313.374,1.8,99.15,0.5,100.198,-1.6,97.795,-1.0,33.863,-1.0,97.01,0.8,146065.508,0.8,96.037,3.7,240621.23,2.9
Indiana,Private Nonfarm,2012,100.0,1.1,100.0,4.2,31.544,4.2,100.0,0.8,100.0,2.8,100.0,5.0,137162.617,5.0,100.0,0.0,1.1,2587.425,4348.26,0.8,100.0,0.9,100.0,-0.2,100.0,2.3,34.627,2.3,100.0,3.1,150567.137,3.1,100.0,4.1,249462.09,3.7
Indiana,Private Nonfarm,2013,103.015,3.0,101.08,1.1,31.885,1.1,102.099,2.1,101.291,1.3,103.202,3.2,141553.979,3.2,99.788,-0.2,3.0,2665.433,4439.523,2.1,101.883,1.9,98.901,-1.1,99.714,-0.3,34.528,-0.3,101.807,1.8,153287.839,1.8,101.294,1.3,257439.809,3.2
Indiana,Private Nonfarm,2014,104.614,1.6,103.394,2.3,32.615,2.3,104.241,2.1,103.418,2.1,107.779,4.4,147832.648,4.4,101.466,1.7,1.6,2706.821,4532.679,2.1,105.769,3.8,101.104,2.2,100.848,1.1,34.921,1.1,105.125,3.3,158283.693,3.3,101.9,0.6,272871.881,6.0
Indiana,Private Nonfarm,2015,107.399,2.7,105.469,2.0,33.269,2.0,107.135,2.8,105.965,2.5,112.994,4.8,154985.405,4.8,98.304,-3.1,2.7,2778.879,4658.488,2.8,105.317,-0.4,98.061,-3.0,103.503,2.6,35.84,2.6,110.888,5.5,166960.44,5.5,107.289,5.3,278396.989,2.0
Indiana,Private Nonfarm,2016,108.553,1.1,108.169,2.6,34.121,2.6,107.966,0.8,106.889,0.9,116.786,3.4,160186.865,3.4,99.19,0.9,1.1,2808.737,4694.64,0.8,107.091,1.7,98.653,0.6,105.376,1.8,36.488,1.8,113.77,2.6,171300.361,2.6,109.053,1.6,285556.786,2.6
Indiana,Private Nonfarm,2017,109.598,1.0,110.298,2.0,34.793,2.0,109.919,1.8,108.716,1.7,121.239,3.8,166294.438,3.8,99.452,0.3,1.0,2835.77,4779.577,1.8,109.317,2.1,99.744,1.1,105.223,-0.1,36.435,-0.1,115.66,1.7,174145.826,1.7,110.905,1.7,296475.341,3.8
Indiana,Private Nonfarm,2018,110.743,1.0,113.876,3.2,35.921,3.2,110.525,0.6,111.316,2.4,125.861,3.8,172634.074,3.8,101.047,1.6,1.0,2865.397,4805.905,0.6,111.682,2.2,100.847,1.1,106.631,1.3,36.923,1.3,117.854,1.9,177449.204,1.9,112.696,1.6,310130.882,4.6
Indiana,Private Nonfarm,2019,111.761,0.9,116.734,2.5,36.823,2.5,112.009,1.3,113.35,1.8,130.753,3.9,179344.459,3.9,100.686,-0.4,0.9,2891.739,4870.464,1.3,112.778,1.0,100.91,0.1,107.366,0.7,37.178,0.7,120.26,2.0,181071.767,2.0,115.939,2.9,318895.582,2.8
Iowa,Private Nonfarm,2007,101.548,,88.887,,26.624,,101.493,,90.796,,90.215,,61008.532,,97.666,,,1383.875,2291.459,,99.125,,97.614,,100.455,,33.469,,101.955,,76693.377,,91.011,,108397.948,
Iowa,Private Nonfarm,2008,100.437,-1.1,92.943,4.6,27.839,4.6,99.278,-2.2,92.283,1.6,92.272,2.3,62400.056,2.3,95.896,-1.8,-1.1,1368.736,2241.452,-2.2,95.204,-4.0,94.79,-2.9,101.114,0.7,33.689,0.7,100.385,-1.5,75512.027,-1.5,96.921,6.5,105814.459,-2.4
Iowa,Private Nonfarm,2009,97.775,-2.7,94.695,1.9,28.364,1.9,94.668,-4.6,95.934,4.0,89.646,-2.8,60623.806,-2.8,96.508,0.6,-2.7,1332.452,2137.353,-4.6,91.362,-4.0,93.441,-1.4,102.891,1.8,34.281,1.8,97.404,-3.0,73269.964,-3.0,98.121,1.2,105562.412,-0.2
Iowa,Private Nonfarm,2010,97.926,0.2,94.332,-0.4,28.255,-0.4,96.953,2.4,96.099,0.2,91.458,2.0,61849.142,2.0,97.891,1.4,0.2,1334.513,2188.948,2.4,94.908,3.9,96.918,3.7,100.556,-2.3,33.503,-2.3,97.492,0.1,73335.982,0.1,96.364,-1.8,109847.798,4.1
Iowa,Private Nonfarm,2011,98.635,0.7,97.094,2.9,29.082,2.9,97.246,0.3,97.245,1.2,94.42,3.2,63852.614,3.2,97.387,-0.5,0.7,1344.181,2195.572,0.3,94.705,-0.2,96.016,-0.9,99.464,-1.1,33.139,-1.1,96.725,-0.8,72758.872,-0.8,99.699,3.5,110920.347,1.0
Iowa,Private Nonfarm,2012,100.0,1.4,100.0,3.0,29.953,3.0,100.0,2.8,100.0,2.8,100.0,5.9,67626.012,5.9,100.0,2.7,1.4,1362.78,2257.742,2.8,100.0,5.6,100.0,4.1,100.0,0.5,33.318,0.5,100.0,3.4,75222.517,3.4,100.0,0.3,120439.856,8.6
Iowa,Private Nonfarm,2013,101.19,1.2,100.504,0.5,30.104,0.5,101.253,1.3,102.111,2.1,101.764,1.8,68818.675,1.8,96.653,-3.3,1.2,1378.992,2286.031,1.3,97.864,-2.1,96.714,-3.3,98.6,-1.4,32.851,-1.4,99.836,-0.2,75099.061,-0.2,103.984,4.0,120355.299,-0.1
Iowa,Private Nonfarm,2014,101.652,0.5,102.966,2.4,30.841,2.4,103.993,2.7,104.518,2.4,107.077,5.2,72412.199,5.2,100.994,4.5,0.5,1385.291,2347.894,2.7,105.026,7.3,103.32,6.8,99.661,1.1,33.205,1.1,103.64,3.8,77960.686,3.8,101.953,-2.0,132209.048,9.8
Iowa,Private Nonfarm,2015,103.968,2.3,106.835,3.8,32.0,3.8,104.841,0.8,107.283,2.6,112.007,4.6,75745.681,4.6,103.494,2.5,2.3,1416.858,2367.041,0.8,108.505,3.3,104.363,1.0,103.697,4.0,34.549,4.0,108.717,4.9,81779.745,4.9,103.228,1.3,140201.211,6.0
Iowa,Private Nonfarm,2016,104.37,0.4,110.771,3.7,33.179,3.7,104.433,-0.4,109.212,1.8,115.682,3.3,78230.857,3.3,103.506,0.0,0.4,1422.333,2357.834,-0.4,108.095,-0.4,103.569,-0.8,106.138,2.4,35.363,2.4,110.844,2.0,83379.522,2.0,107.019,3.7,142181.457,1.4
Iowa,Private Nonfarm,2017,103.842,-0.5,113.497,2.5,33.996,2.5,104.495,0.1,110.276,1.0,118.599,2.5,80203.512,2.5,102.854,-0.6,-0.5,1415.137,2359.232,0.1,107.478,-0.6,103.501,-0.1,106.496,0.3,35.482,0.3,111.284,0.4,83710.255,0.4,110.347,3.1,142747.384,0.4
Iowa,Private Nonfarm,2018,103.93,0.1,117.412,3.4,35.168,3.4,104.275,-0.2,112.828,2.3,122.432,3.2,82795.873,3.2,105.678,2.7,0.1,1416.343,2354.263,-0.2,110.196,2.5,106.029,2.4,108.621,2.0,36.19,2.0,113.265,1.8,85200.635,1.8,111.104,0.7,149745.452,4.9
Iowa,Private Nonfarm,2019,105.082,1.1,121.208,3.2,36.305,3.2,105.303,1.0,114.8,1.7,127.635,4.2,86314.765,4.3,105.59,-0.1,1.1,1432.039,2377.47,1.0,111.189,0.9,105.812,-0.2,110.14,1.4,36.696,1.4,115.981,2.4,87243.78,2.4,114.791,3.3,153736.319,2.7
Kansas,Private Nonfarm,2007,103.209,,90.906,,28.441,,102.563,,91.09,,93.236,,58549.678,,94.994,,,1236.596,2058.653,,97.429,,94.399,,102.383,,35.472,,105.008,,73025.42,,95.697,,96111.467,
Kansas,Private Nonfarm,2008,103.911,0.7,94.022,3.4,29.416,3.4,103.686,1.1,92.814,1.9,97.487,4.6,61219.059,4.6,95.365,0.4,0.7,1245.004,2081.183,1.1,98.88,1.5,95.158,0.8,101.936,-0.4,35.317,-0.4,105.693,0.7,73502.153,0.7,98.591,3.0,99389.456,3.4
Kansas,Private Nonfarm,2009,99.531,-4.2,94.667,0.7,29.618,0.7,97.478,-6.0,94.754,2.1,92.28,-5.3,57949.324,-5.3,95.471,0.1,-4.2,1192.523,1956.589,-6.0,93.063,-5.9,93.502,-1.7,102.625,0.7,35.556,0.7,100.037,-5.4,69568.582,-5.4,99.158,0.6,95498.008,-3.9
Kansas,Private Nonfarm,2010,97.444,-2.1,97.782,3.3,30.592,3.3,95.308,-2.2,95.479,0.8,93.195,1.0,58523.786,1.0,99.025,3.7,-2.1,1167.514,1913.033,-2.2,94.379,1.4,96.855,3.6,103.881,1.2,35.991,1.2,99.008,-1.0,68852.705,-1.0,98.746,-0.4,97588.484,2.2
Kansas,Private Nonfarm,2011,98.754,1.3,99.364,1.6,31.087,1.6,96.985,1.8,97.571,2.2,96.368,3.4,60516.467,3.4,100.263,1.3,1.3,1183.21,1946.682,1.8,97.239,3.0,98.467,1.7,101.452,-2.3,35.15,-2.3,98.393,-0.6,68425.199,-0.6,99.104,0.4,102750.404,5.3
Kansas,Private Nonfarm,2012,100.0,1.3,100.0,0.6,31.286,0.6,100.0,3.1,100.0,2.5,100.0,3.8,62797.216,3.8,100.0,-0.3,1.3,1198.143,2007.203,3.1,100.0,2.8,100.0,1.6,100.0,-1.4,34.647,-1.4,100.0,1.6,69542.904,1.6,100.0,0.9,108297.561,5.4
Kansas,Private Nonfarm,2013,101.115,1.1,103.531,3.5,32.391,3.5,99.693,-0.3,101.638,1.6,103.213,3.2,64815.115,3.2,99.225,-0.8,1.1,1211.504,2001.037,-0.3,98.92,-1.1,97.829,-2.2,101.238,1.2,35.076,1.2,100.927,0.9,70187.847,0.9,104.34,4.3,108882.418,0.5
Kansas,Private Nonfarm,2014,101.519,0.4,106.04,2.4,33.176,2.4,100.499,0.8,103.309,1.6,106.57,3.3,66922.819,3.3,102.806,3.6,0.4,1216.337,2017.228,0.8,103.319,4.4,101.774,4.0,102.411,1.2,35.482,1.2,102.922,2.0,71575.107,2.0,103.146,-1.1,115594.403,6.2
Kansas,Private Nonfarm,2015,103.749,2.2,110.767,4.5,34.654,4.5,101.924,1.4,104.48,1.1,112.899,5.9,70897.231,5.9,104.414,1.6,2.2,1243.06,2045.832,1.4,106.423,3.0,102.578,0.8,107.631,5.1,37.291,5.1,109.703,6.6,76290.473,6.6,106.085,2.8,120417.629,4.2
Kansas,Private Nonfarm,2016,102.721,-1.0,112.382,1.5,35.16,1.5,99.612,-2.3,105.204,0.7,111.945,-0.8,70298.471,-0.8,109.185,4.6,-1.0,1230.742,1999.406,-2.3,108.761,2.2,105.881,3.2,108.039,0.4,37.432,0.4,107.62,-1.9,74841.917,-1.9,102.927,-3.0,123914.93,2.9
Kansas,Private Nonfarm,2017,103.731,1.0,114.131,1.6,35.707,1.6,101.088,1.5,106.659,1.4,115.373,3.1,72450.827,3.1,110.018,0.8,1.0,1242.842,2029.044,1.5,111.215,2.3,107.215,1.3,107.566,-0.4,37.268,-0.4,108.737,1.0,75618.599,1.0,103.739,0.8,128463.203,3.7
Kansas,Private Nonfarm,2018,103.556,-0.2,117.782,3.2,36.849,3.2,101.288,0.2,109.161,2.3,119.299,3.4,74916.353,3.4,112.475,2.2,-0.2,1240.752,2033.049,0.2,113.923,2.4,110.011,2.6,108.474,0.8,37.582,0.8,109.87,1.0,76406.993,1.0,104.719,0.9,134678.974,4.8
Kansas,Private Nonfarm,2019,104.116,0.5,120.797,2.6,37.792,2.6,102.426,1.1,111.192,1.9,123.727,3.7,77697.127,3.7,112.457,0.0,0.5,1247.461,2055.896,1.1,115.185,1.1,110.631,0.6,109.273,0.7,37.86,0.7,111.924,1.9,77835.315,1.9,107.416,2.6,138704.214,3.0
Kentucky,Private Nonfarm,2007,105.789,,83.477,,25.052,,111.829,,90.011,,93.352,,74804.821,,87.778,,,1684.891,2985.955,,98.161,,92.79,,92.563,,31.387,,103.513,,93719.257,,95.101,,121882.079,
Kentucky,Private Nonfarm,2008,104.76,-1.0,86.922,4.1,26.086,4.1,109.158,-2.4,91.815,2.0,94.883,1.6,76031.767,1.6,89.536,2.0,-1.0,1668.507,2914.638,-2.4,97.736,-0.4,93.295,0.5,92.783,0.2,31.461,0.2,101.28,-2.2,91697.647,-2.2,97.081,2.1,123785.221,1.6
Kentucky,Private Nonfarm,2009,98.499,-6.0,90.422,4.0,27.136,4.0,100.369,-8.1,94.686,3.1,90.755,-4.4,72724.027,-4.4,91.917,2.7,-6.0,1568.779,2679.947,-8.1,92.256,-5.6,93.663,0.4,97.05,4.6,32.908,4.6,97.408,-3.8,88191.573,-3.8,98.373,1.3,120498.982,-2.7
Kentucky,Private Nonfarm,2010,98.518,0.0,92.694,2.5,27.818,2.5,99.817,-0.5,95.692,1.1,92.524,1.9,74141.189,1.9,96.941,5.5,0.0,1569.085,2665.207,-0.6,96.763,4.9,98.219,4.9,97.935,0.9,33.208,0.9,97.755,0.4,88506.285,0.4,95.619,-2.8,127728.628,6.0
Kentucky,Private Nonfarm,2011,99.396,0.9,96.331,3.9,28.91,3.9,99.516,-0.3,97.429,1.8,95.865,3.6,76818.801,3.6,98.748,1.9,0.9,1583.066,2657.182,-0.3,98.27,1.6,98.867,0.7,98.686,0.8,33.463,0.8,98.209,0.5,88916.752,0.5,97.553,2.0,132071.581,3.4
Kentucky,Private Nonfarm,2012,100.0,0.6,100.0,3.8,30.011,3.8,100.0,0.5,100.0,2.6,100.0,4.3,80132.089,4.3,100.0,1.3,0.6,1592.692,2670.104,0.5,100.0,1.8,100.0,1.1,100.0,1.3,33.908,1.3,100.0,1.8,90538.673,1.8,100.0,2.5,137944.198,4.4
Kentucky,Private Nonfarm,2013,100.593,0.6,99.895,-0.1,29.979,-0.1,100.175,0.2,101.323,1.3,100.07,0.1,80187.832,0.1,101.093,1.1,0.6,1602.138,2674.772,0.2,101.27,1.3,100.673,0.7,97.886,-2.1,33.191,-2.1,98.057,-1.9,88779.646,-1.9,98.815,-1.2,141544.092,2.6
Kentucky,Private Nonfarm,2014,102.64,2.0,102.03,2.1,30.62,2.1,102.422,2.2,103.336,2.0,104.501,4.4,83739.115,4.4,100.233,-0.9,2.0,1634.742,2734.767,2.2,102.661,1.4,100.02,-0.6,99.424,1.6,33.713,1.6,101.832,3.8,92197.539,3.8,101.793,3.0,146338.229,3.4
Kentucky,Private Nonfarm,2015,105.02,2.3,104.515,2.4,31.366,2.4,106.232,3.7,105.738,2.3,111.028,6.2,88969.107,6.2,97.901,-2.3,2.3,1672.642,2836.507,3.7,104.003,1.3,99.031,-1.0,101.222,1.8,34.323,1.8,107.53,5.6,97356.103,5.6,106.755,4.9,151697.039,3.7
Kentucky,Private Nonfarm,2016,106.905,1.8,106.6,2.0,31.992,2.0,107.605,1.3,107.003,1.2,114.708,3.3,91917.629,3.3,97.691,-0.2,1.8,1702.667,2873.174,1.3,105.12,1.1,98.331,-0.7,103.43,2.2,35.071,2.2,111.296,3.5,100766.13,3.5,109.12,2.2,155162.636,2.3
Kentucky,Private Nonfarm,2017,107.843,0.9,110.318,3.5,33.107,3.5,108.825,1.1,108.542,1.4,120.054,4.7,96201.884,4.7,97.884,0.2,0.9,1717.607,2905.75,1.1,106.523,1.3,98.776,0.5,104.939,1.5,35.583,1.5,114.2,2.6,103395.094,2.6,112.703,3.3,159493.784,2.8
Kentucky,Private Nonfarm,2018,108.586,0.7,113.816,3.2,34.157,3.2,108.517,-0.3,110.846,2.1,123.51,2.9,98970.985,2.9,100.08,2.2,0.7,1729.441,2897.524,-0.3,108.604,2.0,100.016,1.3,105.312,0.4,35.71,0.4,114.282,0.1,103469.505,0.1,113.725,0.9,166061.514,4.1
Kentucky,Private Nonfarm,2019,107.867,-0.7,117.569,3.3,35.284,3.3,108.899,0.4,112.858,1.8,128.031,3.7,102594.203,3.7,101.386,1.3,-0.7,1717.983,2907.704,0.4,110.408,1.7,102.356,2.3,106.853,1.5,36.232,1.5,116.361,1.8,105351.942,1.8,115.962,2.0,171884.115,3.5
Louisiana,Private Nonfarm,2007,100.674,,89.47,,27.852,,99.983,,87.772,,89.455,,82861.764,,102.981,,,1716.757,2975.112,,102.963,,102.274,,100.086,,34.201,,100.07,,101753.159,,86.88,,176082.369,
Louisiana,Private Nonfarm,2008,99.272,-1.4,92.22,3.1,28.708,3.1,100.688,0.7,91.27,4.0,92.854,3.8,86010.543,3.8,101.418,-1.5,-1.4,1692.851,2996.074,0.7,102.116,-0.8,102.865,0.6,99.309,-0.8,33.936,-0.8,99.992,-0.1,101673.851,-0.1,90.93,4.7,181592.086,3.1
Louisiana,Private Nonfarm,2009,97.543,-1.7,93.908,1.8,29.233,1.8,97.283,-3.4,85.276,-6.6,91.356,-1.6,84623.362,-1.6,104.622,3.2,-1.7,1663.367,2894.77,-3.4,101.78,-0.3,104.344,1.4,100.678,1.4,34.404,1.4,97.942,-2.1,99590.26,-2.0,89.759,-1.3,169108.942,-6.9
Louisiana,Private Nonfarm,2010,96.993,-0.6,95.921,2.1,29.86,2.1,97.297,0.0,90.347,5.9,93.329,2.2,86450.247,2.2,109.142,4.3,-0.6,1653.986,2895.188,0.0,106.192,4.3,109.485,4.9,101.338,0.7,34.629,0.7,98.599,0.7,100258.15,0.7,87.886,-2.1,186932.968,10.5
Louisiana,Private Nonfarm,2011,97.508,0.5,96.87,1.0,30.155,1.0,96.834,-0.5,97.785,8.2,93.803,0.5,86889.439,0.5,102.973,-5.7,0.5,1662.766,2881.405,-0.5,99.713,-6.1,102.262,-6.6,99.449,-1.9,33.984,-1.9,96.301,-2.3,97920.898,-2.3,94.073,7.0,189977.511,1.6
Louisiana,Private Nonfarm,2012,100.0,2.6,100.0,3.2,31.13,3.2,100.0,3.3,100.0,2.3,100.0,6.6,92629.93,6.6,100.0,-2.9,2.6,1705.27,2975.612,3.3,100.0,0.3,100.0,-2.2,100.0,0.6,34.172,0.6,100.0,3.8,101682.394,3.8,100.0,6.3,194839.537,2.6
Louisiana,Private Nonfarm,2013,102.521,2.5,102.806,2.8,32.003,2.8,100.78,0.8,100.635,0.6,103.609,3.6,95972.583,3.6,96.058,-3.9,2.5,1748.26,2998.833,0.8,96.808,-3.2,94.428,-5.6,101.528,1.5,34.694,1.5,102.321,2.3,104042.013,2.3,107.025,7.0,189818.727,-2.6
